ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2001;6;1;2001-06-30;2001-07-06;684;141.61;684;684
2001;7;2;2001-07-07;2001-07-13;684;4;684;684
2001;7;3;2001-07-14;2001-07-20;684;4;684;684
2001;7;4;2001-07-21;2001-07-27;684;86.94;684;684
2001;7;5;2001-07-28;2001-08-03;684;4;684;684
2001;8;6;2001-08-04;2001-08-10;684;4;684;684
2001;8;7;2001-08-11;2001-08-17;684;37.12;684;684
2001;8;8;2001-08-18;2001-08-24;684;60.62;684;684
2001;8;9;2001-08-25;2001-08-31;684;86.94;684;684
2001;9;10;2001-09-01;2001-09-07;684;93.24;684;684
2001;9;11;2001-09-08;2001-09-14;684;63.55;684;684
2001;9;12;2001-09-15;2001-09-21;684;79.72;684;684
2001;9;13;2001-09-22;2001-09-28;336;63.55;562.15;336
2001;9;14;2001-09-29;2001-10-05;336;63.55;562.15;336
2001;10;15;2001-10-06;2001-10-12;336;4;562.15;336
2001;10;16;2001-10-13;2001-10-19;336;4;562.15;336
2001;10;17;2001-10-20;2001-10-26;336;4;562.15;336
2001;10;18;2001-10-27;2001-11-02;336;4;562.15;336
2001;11;19;2001-11-03;2001-11-09;336;41.74;562.15;336
2001;11;20;2001-11-10;2001-11-16;336;46.62;562.15;336
2001;11;21;2001-11-17;2001-11-23;336;41.74;562.15;336
2001;11;22;2001-11-24;2001-11-30;336;31.82;562.15;336
2001;12;23;2001-12-01;2001-12-07;336;4;562.15;336
2001;12;24;2001-12-08;2001-12-14;336;4;562.15;336
2001;12;25;2001-12-15;2001-12-21;336;49.3;562.15;336
2001;12;26;2001-12-22;2001-12-28;336;41.74;562.15;336
2001;12;27;2001-12-29;2001-12-31;336;41.74;562.15;336
2002;1;28;2002-01-01;2002-01-04;336;41.74;562.15;4
2002;1;29;2002-01-05;2002-01-11;336;64.04;562.15;4
2002;1;30;2002-01-12;2002-01-18;336;64.04;562.15;4
2002;1;31;2002-01-19;2002-01-25;336;64.04;562.15;4
2002;1;32;2002-01-26;2002-02-01;134.76;8.88;319.41;4.19
2002;2;33;2002-02-02;2002-02-08;134.76;10.82;319.41;5.17
2002;2;34;2002-02-09;2002-02-15;9.25;8.88;319.41;4.19
2002;2;35;2002-02-16;2002-02-22;5.42;5.14;319.41;4
2002;2;36;2002-02-23;2002-02-28;8.14;6.97;319.41;4.49
2002;3;37;2002-03-02;2002-03-08;4.66;4.12;4;4
2002;3;38;2002-03-09;2002-03-15;8.7;8.38;4.88;4.88
2002;3;39;2002-03-16;2002-03-22;13.1;12.32;7.32;7.32
2002;3;40;2002-03-23;2002-03-29;12.3;11.21;7.04;7.04
2002;3;41;2002-03-30;2002-04-05;11.64;11.64;6.17;6.17
2002;4;42;2002-04-06;2002-04-12;10.87;11.09;5.72;5.72
2002;4;43;2002-04-13;2002-04-19;15.84;17.03;8.71;8.71
2002;4;44;2002-04-20;2002-04-26;15.96;16.37;8.75;8.75
2002;4;45;2002-04-27;2002-05-03;20.11;20.09;4;20.11
2002;5;46;2002-05-04;2002-05-10;25.31;26.67;4.38;25.31
2002;5;47;2002-05-11;2002-05-17;18.95;20.13;4;4
2002;5;48;2002-05-18;2002-05-24;20.89;22.86;4.13;4.13
2002;5;49;2002-05-25;2002-05-31;12.92;11.36;4;4
2002;6;50;2002-06-01;2002-06-07;8.91;4;5.57;5.57
2002;6;51;2002-06-08;2002-06-14;14.21;14.14;7.69;6.6
2002;6;52;2002-06-15;2002-06-21;14.42;13.91;7.73;7.16
2002;6;53;2002-06-22;2002-06-28;15.3;14.09;7.61;6.3
2002;6;54;2002-06-29;2002-07-05;15.97;15.95;15.89;15.57
2002;7;55;2002-07-06;2002-07-12;17.79;17.79;17.52;14.12
2002;7;56;2002-07-13;2002-07-19;17.9;17.9;17.35;12.19
2002;7;57;2002-07-20;2002-07-26;16.22;16.22;15.59;12.36
2002;7;58;2002-07-27;2002-08-02;14.69;16.21;15.44;14.69
2002;8;59;2002-08-03;2002-08-09;13.6;15.39;13.52;13.3
2002;8;60;2002-08-10;2002-08-16;9.43;9.37;11.72;9.43
2002;8;61;2002-08-17;2002-08-23;10.08;10.02;12.41;10.08
2002;8;62;2002-08-24;2002-08-30;11.83;11.94;14.07;11.83
2002;8;63;2002-08-31;2002-09-06;6.93;6.93;5.9;5.9
2002;9;64;2002-09-07;2002-09-13;6.53;7.09;5.75;5.75
2002;9;65;2002-09-14;2002-09-20;5.9;6.08;5.54;5.54
2002;9;66;2002-09-21;2002-09-27;4.87;4.74;4.86;4.86
2002;9;67;2002-09-28;2002-10-04;4;4;4;4
2002;10;68;2002-10-05;2002-10-11;4;4;4;4
2002;10;69;2002-10-12;2002-10-18;4.09;4;4.01;4.01
2002;10;70;2002-10-19;2002-10-25;4.87;4;4.62;4.62
2002;10;71;2002-10-26;2002-11-01;7.24;7.24;6.61;6.61
2002;11;72;2002-11-02;2002-11-08;7.21;4;6.72;6.72
2002;11;73;2002-11-09;2002-11-15;5.92;4;5.66;5.77
2002;11;74;2002-11-16;2002-11-22;6.29;4;5.9;5.9
2002;11;75;2002-11-23;2002-11-29;6.37;5.67;5.67;6.98
2002;11;76;2002-11-30;2002-12-06;5.58;5.18;5.66;5.84
2002;12;77;2002-12-07;2002-12-13;5.65;4;5.74;7.16
2002;12;78;2002-12-14;2002-12-20;5.64;4;6.13;9.46
2002;12;79;2002-12-21;2002-12-27;4;4;4.01;4.01
2002;12;80;2002-12-28;2003-01-03;4;4;4;4
2003;1;81;2003-01-04;2003-01-10;4.17;4.1;5.23;5.23
2003;1;82;2003-01-11;2003-01-17;4;4;4;4
2003;1;83;2003-01-18;2003-01-24;4.06;4;4.25;4.06
2003;1;84;2003-01-25;2003-01-31;4;4;4;4
2003;2;85;2003-02-01;2003-02-07;4;4;4;4
2003;2;86;2003-02-08;2003-02-14;4;4;4;4
2003;2;87;2003-02-15;2003-02-21;4;4;4;4
2003;2;88;2003-02-22;2003-02-28;4;4;4;4
2003;3;89;2003-03-01;2003-03-07;4;4;4;4
2003;3;90;2003-03-08;2003-03-14;4;4;4;4
2003;3;91;2003-03-15;2003-03-21;4;4;4;4
2003;3;92;2003-03-22;2003-03-28;4;4;4;4
2003;3;93;2003-03-29;2003-03-31;4;4;4;4
2003;4;94;2003-04-01;2003-04-04;5.48;5.48;5.48;5.48
2003;4;95;2003-04-05;2003-04-11;5.48;5.48;5.48;5.48
2003;4;96;2003-04-12;2003-04-18;5.48;5.48;5.48;5.48
2003;4;97;2003-04-19;2003-04-25;5.48;5.48;5.48;5.48
2003;4;98;2003-04-26;2003-05-02;5.48;5.48;5.48;5.48
2003;5;99;2003-05-03;2003-05-09;6.65;6.65;5.57;5.49
2003;5;100;2003-05-10;2003-05-16;6.64;6.64;5.96;5.79
2003;5;101;2003-05-17;2003-05-23;7.25;7.25;6.25;6.25
2003;5;102;2003-05-24;2003-05-30;8.52;8.52;7.1;7.1
2003;5;103;2003-05-31;2003-06-06;12.03;12.03;11.49;9.31
2003;6;104;2003-06-07;2003-06-13;12.11;12.11;11.31;11.31
2003;6;105;2003-06-14;2003-06-20;9.17;9.17;9.17;9.17
2003;6;106;2003-06-21;2003-06-27;10.72;10.72;10.55;10.55
2003;6;107;2003-06-28;2003-07-04;13.52;13.52;9.98;13.52
2003;7;108;2003-07-05;2003-07-11;14.39;14.67;10.33;14.35
2003;7;109;2003-07-12;2003-07-18;13.85;16.96;10.84;13.79
2003;7;110;2003-07-19;2003-07-25;11.87;11.89;9.04;11.84
2003;7;111;2003-07-26;2003-08-01;12.05;12.13;9.08;12.02
2003;8;112;2003-08-02;2003-08-08;15.6;17.16;13.12;15.52
2003;8;113;2003-08-09;2003-08-15;18.67;18.98;14.31;18.66
2003;8;114;2003-08-16;2003-08-22;17.47;18.75;13.64;17.39
2003;8;115;2003-08-23;2003-08-29;16.81;20.34;12.93;16.72
2003;8;116;2003-08-30;2003-09-05;16.88;18.76;13.77;16.88
2003;9;117;2003-09-06;2003-09-12;17.72;20.41;14.3;17.72
2003;9;118;2003-09-13;2003-09-19;17.03;19.53;13.62;17.03
2003;9;119;2003-09-20;2003-09-26;17.93;20.56;16.95;17.93
2003;9;120;2003-09-27;2003-10-03;23.91;24.37;20.02;23.91
2003;10;121;2003-10-04;2003-10-10;26.65;27.3;21.13;26.65
2003;10;122;2003-10-11;2003-10-17;26.83;27.69;20.05;26.83
2003;10;123;2003-10-18;2003-10-24;22.7;23.01;17.32;22.69
2003;10;124;2003-10-25;2003-10-31;27.87;28.01;20.95;27.5
2003;11;125;2003-11-01;2003-11-07;24.35;25.93;20.5;24.11
2003;11;126;2003-11-08;2003-11-14;27.67;30.56;23.2;27.67
2003;11;127;2003-11-15;2003-11-21;31.9;35.12;26.7;31.9
2003;11;128;2003-11-22;2003-11-28;29.19;29.3;29.19;29.19
2003;11;129;2003-11-29;2003-11-30;24.63;24.63;21.95;23.62
2003;12;130;2003-12-01;2003-12-05;24.79;24.79;82.72;24.25
2003;12;131;2003-12-06;2003-12-12;23.47;23.47;82.72;22.89
2003;12;132;2003-12-13;2003-12-19;16.95;16.95;16.95;16.95
2003;12;133;2003-12-20;2003-12-26;18.82;18.81;18.45;18.82
2003;12;134;2003-12-27;2004-01-02;17.39;17.39;58.24;17.2
2004;1;135;2004-01-03;2004-01-09;27.05;27.05;412.83;26.97
2004;1;136;2004-01-10;2004-01-16;25.34;25.34;299.73;25.06
2004;1;137;2004-01-17;2004-01-23;17.58;17.58;315.21;16.95
2004;1;138;2004-01-24;2004-01-30;27.28;27.28;255.33;18.59
2004;1;139;2004-01-31;2004-02-06;18.59;18.59;18.59;18.59
2004;2;140;2004-02-07;2004-02-13;18.59;18.59;18.59;18.59
2004;2;141;2004-02-14;2004-02-20;18.59;18.59;18.59;18.59
2004;2;142;2004-02-21;2004-02-27;18.59;18.59;18.59;18.59
2004;2;143;2004-02-28;2004-03-05;18.59;18.59;18.59;18.59
2004;3;144;2004-03-06;2004-03-12;18.59;18.59;18.59;18.59
2004;3;145;2004-03-13;2004-03-19;18.59;18.59;18.59;18.59
2004;3;146;2004-03-20;2004-03-26;18.59;18.59;18.59;18.59
2004;3;147;2004-03-27;2004-04-02;18.59;18.59;18.59;18.59
2004;4;148;2004-04-03;2004-04-09;18.59;18.59;18.59;18.59
2004;4;149;2004-04-10;2004-04-16;18.59;18.59;18.59;18.59
2004;4;150;2004-04-17;2004-04-23;18.59;18.59;18.59;18.59
2004;4;151;2004-04-24;2004-04-30;18.59;18.59;18.59;18.59
2004;5;152;2004-05-01;2004-05-07;18.59;18.59;18.59;18.59
2004;5;153;2004-05-08;2004-05-14;18.59;18.59;18.59;18.59
2004;5;154;2004-05-15;2004-05-21;18.59;18.59;18.59;18.59
2004;5;155;2004-05-22;2004-05-28;18.59;18.59;18.59;18.59
2004;5;156;2004-05-29;2004-06-04;18.59;18.59;18.59;18.59
2004;6;157;2004-06-05;2004-06-11;18.59;18.59;18.59;18.59
2004;6;158;2004-06-12;2004-06-18;18.59;18.59;18.59;18.59
2004;6;159;2004-06-19;2004-06-25;18.59;18.59;18.59;18.59
2004;6;160;2004-06-26;2004-07-02;18.59;18.59;18.59;18.59
2004;7;161;2004-07-03;2004-07-09;18.59;18.59;18.59;18.59
2004;7;162;2004-07-10;2004-07-16;18.59;18.59;18.59;18.59
2004;7;163;2004-07-17;2004-07-23;18.59;18.59;18.59;18.59
2004;7;164;2004-07-24;2004-07-30;18.59;18.59;18.59;18.59
2004;7;165;2004-07-31;2004-08-06;18.59;18.59;18.59;18.59
2004;8;166;2004-08-07;2004-08-13;18.59;18.59;18.59;18.59
2004;8;167;2004-08-14;2004-08-20;18.59;18.59;18.59;18.59
2004;8;168;2004-08-21;2004-08-27;18.59;18.59;18.59;18.59
2004;8;169;2004-08-28;2004-09-03;18.59;18.59;18.59;18.59
2004;9;170;2004-09-04;2004-09-10;18.59;18.59;18.59;18.59
2004;9;171;2004-09-11;2004-09-17;18.59;18.59;18.59;18.59
2004;9;172;2004-09-18;2004-09-24;18.59;18.59;18.59;18.59
2004;9;173;2004-09-25;2004-10-01;18.59;18.59;18.59;18.59
2004;10;174;2004-10-02;2004-10-08;18.59;18.59;18.59;18.59
2004;10;175;2004-10-09;2004-10-15;19.32;19.32;18.59;19.32
2004;10;176;2004-10-16;2004-10-22;18.59;18.59;18.59;18.59
2004;10;177;2004-10-23;2004-10-29;18.59;18.59;18.59;18.59
2004;10;178;2004-10-30;2004-11-05;18.59;18.59;18.59;18.59
2004;11;179;2004-11-06;2004-11-12;18.59;18.59;18.59;18.59
2004;11;180;2004-11-13;2004-11-19;18.59;18.59;18.59;18.59
2004;11;181;2004-11-20;2004-11-26;18.59;18.59;18.59;18.59
2004;11;182;2004-11-27;2004-12-03;18.59;18.59;18.59;18.59
2004;12;183;2004-12-04;2004-12-10;18.59;18.59;18.59;18.59
2004;12;184;2004-12-11;2004-12-17;18.59;18.59;18.59;18.59
2004;12;185;2004-12-18;2004-12-24;18.59;18.59;18.59;18.59
2004;12;186;2004-12-25;2004-12-31;18.59;18.59;18.59;18.59
2005;1;187;2005-01-01;2005-01-07;18.33;18.33;18.33;18.33
2005;1;188;2005-01-08;2005-01-14;18.33;18.33;18.33;18.33
2005;1;189;2005-01-15;2005-01-21;18.33;18.33;18.33;18.33
2005;1;190;2005-01-22;2005-01-28;18.33;18.33;18.33;18.33
2005;1;191;2005-01-29;2005-02-04;18.33;18.33;18.33;18.33
2005;2;192;2005-02-05;2005-02-11;18.33;18.33;18.33;18.33
2005;2;193;2005-02-12;2005-02-18;18.33;18.33;18.33;18.33
2005;2;194;2005-02-19;2005-02-25;18.33;18.33;18.33;18.33
2005;2;195;2005-02-26;2005-03-04;18.33;24.6;18.33;18.33
2005;3;196;2005-03-05;2005-03-11;18.33;26.74;18.33;18.33
2005;3;197;2005-03-12;2005-03-18;18.33;25.1;18.33;18.33
2005;3;198;2005-03-19;2005-03-25;18.33;25.08;18.33;18.33
2005;3;199;2005-03-26;2005-04-01;18.33;32.28;18.33;18.33
2005;4;200;2005-04-02;2005-04-08;18.33;133.75;18.33;18.33
2005;4;201;2005-04-09;2005-04-15;19.83;37.81;18.33;18.33
2005;4;202;2005-04-16;2005-04-22;25.3;74;18.33;18.33
2005;4;203;2005-04-23;2005-04-29;33.69;98.93;18.33;20.09
2005;4;204;2005-04-30;2005-05-06;48.08;72.54;18.33;21.6
2005;5;205;2005-05-07;2005-05-13;42.25;98.08;18.33;20.89
2005;5;206;2005-05-14;2005-05-20;49.39;131.08;18.33;21.66
2005;5;207;2005-05-21;2005-05-27;45.6;47.91;18.33;18.33
2005;5;208;2005-05-28;2005-06-03;28.53;22.87;18.33;18.33
2005;6;209;2005-06-04;2005-06-10;18.33;18.33;18.33;18.33
2005;6;210;2005-06-11;2005-06-17;31.52;31.52;18.33;31.52
2005;6;211;2005-06-18;2005-06-24;30.3;27.15;18.33;30.3
2005;6;212;2005-06-25;2005-07-01;24.44;19.04;18.33;24.44
2005;7;213;2005-07-02;2005-07-08;26.36;26.32;18.33;26.36
2005;7;214;2005-07-09;2005-07-15;32.79;32.79;18.33;32.79
2005;7;215;2005-07-16;2005-07-22;35.45;35.45;18.33;35.45
2005;7;216;2005-07-23;2005-07-29;34.3;34.3;18.33;34.3
2005;7;217;2005-07-30;2005-08-05;28.67;28.67;18.33;28.67
2005;8;218;2005-08-06;2005-08-12;27.41;27.41;18.33;27.41
2005;8;219;2005-08-13;2005-08-19;37.72;37.72;18.33;37.72
2005;8;220;2005-08-20;2005-08-26;33.34;33.34;18.33;33.34
2005;8;221;2005-08-27;2005-09-02;47.44;47.44;19.41;47.44
2005;9;222;2005-09-03;2005-09-09;39.49;39.49;18.33;39.49
2005;9;223;2005-09-10;2005-09-16;32.08;27.21;18.33;32.08
2005;9;224;2005-09-17;2005-09-23;27.96;24.32;18.33;27.96
2005;9;225;2005-09-24;2005-09-30;23.8;21.52;18.33;23.8
2005;10;226;2005-10-01;2005-10-07;36.87;18.33;18.33;36.87
2005;10;227;2005-10-08;2005-10-14;40.61;20.56;18.33;40.61
2005;10;228;2005-10-15;2005-10-21;42.64;18.33;18.33;42.64
2005;10;229;2005-10-22;2005-10-28;49.91;18.33;19.5;49.91
2005;10;230;2005-10-29;2005-11-04;48.85;18.33;21.03;48.85
2005;11;231;2005-11-05;2005-11-11;32.19;18.33;18.58;32.19
2005;11;232;2005-11-12;2005-11-18;33.18;18.33;18.54;33.18
2005;11;233;2005-11-19;2005-11-25;36.7;33.37;21.36;36.7
2005;11;234;2005-11-26;2005-12-02;32.4;32.32;20.04;32.4
2005;12;235;2005-12-03;2005-12-09;18.33;18.33;18.33;18.33
2005;12;236;2005-12-10;2005-12-16;18.33;18.33;18.33;18.33
2005;12;237;2005-12-17;2005-12-23;18.33;18.33;18.33;18.33
2005;12;238;2005-12-24;2005-12-30;18.33;18.33;18.33;18.33
2005;12;239;2005-12-31;2006-01-06;16.92;16.92;16.92;16.92
2006;1;240;2006-01-07;2006-01-13;16.92;16.92;16.92;16.92
2006;1;241;2006-01-14;2006-01-20;16.92;16.92;16.92;16.92
2006;1;242;2006-01-21;2006-01-27;39.69;40.31;16.92;16.92
2006;1;243;2006-01-28;2006-02-03;68.04;68.04;34.12;34.12
2006;2;244;2006-02-04;2006-02-10;60.7;61.8;37.53;16.92
2006;2;245;2006-02-11;2006-02-17;85.25;85.25;44.93;44.93
2006;2;246;2006-02-18;2006-02-24;35.41;53.73;30.66;30.66
2006;2;247;2006-02-25;2006-03-03;38.26;43.13;39.91;16.92
2006;3;248;2006-03-04;2006-03-10;39.29;44.58;39.95;16.92
2006;3;249;2006-03-11;2006-03-17;16.92;44.83;39.18;16.92
2006;3;250;2006-03-18;2006-03-24;16.92;41.72;32.67;16.92
2006;3;251;2006-03-25;2006-03-31;36.89;39.31;30.97;25.88
2006;4;252;2006-04-01;2006-04-07;23.42;23.55;16.92;16.92
2006;4;253;2006-04-08;2006-04-14;21.47;21.94;16.92;16.92
2006;4;254;2006-04-15;2006-04-21;17.38;17.47;16.92;16.92
2006;4;255;2006-04-22;2006-04-28;16.92;16.92;16.92;16.92
2006;4;256;2006-04-29;2006-05-05;36.34;36.63;16.92;16.92
2006;5;257;2006-05-06;2006-05-12;49.11;49.42;18.9;17.14
2006;5;258;2006-05-13;2006-05-19;56.29;56.29;20.82;16.92
2006;5;259;2006-05-20;2006-05-26;55.63;56.38;20.25;16.92
2006;5;260;2006-05-27;2006-06-02;60;61.98;21.84;16.92
2006;6;261;2006-06-03;2006-06-09;61.86;63.92;22.38;16.92
2006;6;262;2006-06-10;2006-06-16;64.72;66.84;23.15;23.15
2006;6;263;2006-06-17;2006-06-23;74.19;76.86;24.4;74.19
2006;6;264;2006-06-24;2006-06-30;73.07;74.91;24.29;73.07
2006;7;265;2006-07-01;2006-07-07;92.72;93.9;28.72;92.72
2006;7;266;2006-07-08;2006-07-14;88.16;89.15;28.57;88.16
2006;7;267;2006-07-15;2006-07-21;85.43;85.43;28.42;85.43
2006;7;268;2006-07-22;2006-07-28;91.25;91.25;28.83;91.26
2006;7;269;2006-07-29;2006-08-04;105.25;105.71;49.03;105.25
2006;8;270;2006-08-05;2006-08-11;99.86;100.58;47.76;99.86
2006;8;271;2006-08-12;2006-08-18;99.09;99.09;48.85;99.09
2006;8;272;2006-08-19;2006-08-25;97.04;97.04;49.76;97.04
2006;8;273;2006-08-26;2006-09-01;126.82;126.82;64.89;126.82
2006;9;274;2006-09-02;2006-09-08;124.44;124.44;66.75;124.44
2006;9;275;2006-09-09;2006-09-15;116.71;116.71;66.48;116.71
2006;9;276;2006-09-16;2006-09-22;126.73;126.73;69.83;126.73
2006;9;277;2006-09-23;2006-09-29;129.42;129.42;74.03;129.42
2006;9;278;2006-09-30;2006-10-06;107.89;107.89;52.23;107.89
2006;10;279;2006-10-07;2006-10-13;113.51;113.51;52.62;113.51
2006;10;280;2006-10-14;2006-10-20;82.01;82.01;48.13;82.01
2006;10;281;2006-10-21;2006-10-27;81.32;81.32;45.52;81.32
2006;10;282;2006-10-28;2006-11-03;70.01;70.01;24.11;70.01
2006;11;283;2006-11-04;2006-11-10;94.81;94.81;33.29;94.81
2006;11;284;2006-11-11;2006-11-17;68.68;68.68;23.56;68.68
2006;11;285;2006-11-18;2006-11-24;79.45;79.45;22.95;79.45
2006;11;286;2006-11-25;2006-12-01;85.79;85.79;16.92;85.79
2006;12;287;2006-12-02;2006-12-08;79.07;79.07;19.64;79.07
2006;12;288;2006-12-09;2006-12-15;70.11;70.11;16.92;70.11
2006;12;289;2006-12-16;2006-12-22;52.1;52.1;16.92;16.92
2006;12;290;2006-12-23;2006-12-29;36.44;36.79;16.92;16.92
2006;12;291;2006-12-30;2007-01-05;36.14;42.84;17.59;17.59
2007;1;292;2007-01-06;2007-01-12;26.49;37.58;17.59;17.59
2007;1;293;2007-01-13;2007-01-19;17.59;17.59;17.59;17.59
2007;1;294;2007-01-20;2007-01-26;17.59;17.59;17.59;17.59
2007;1;295;2007-01-27;2007-02-02;17.59;17.59;17.59;17.59
2007;2;296;2007-02-03;2007-02-09;17.59;17.59;17.59;17.59
2007;2;297;2007-02-10;2007-02-16;17.59;17.59;17.59;17.59
2007;2;298;2007-02-17;2007-02-23;17.59;17.59;17.59;17.59
2007;2;299;2007-02-24;2007-03-02;17.59;17.59;17.59;17.59
2007;3;300;2007-03-03;2007-03-09;17.59;17.59;17.59;17.59
2007;3;301;2007-03-10;2007-03-16;17.59;17.59;17.59;17.59
